start_station_id,end_station_id,start_station_name,end_station_name,count
413,507,Majorstuen,Jens Bjelkes Gate,16
434,463,Lindern,Schous plass trikkestopp,16
609,476,Fred Olsens gate,Edvard Storms gate,16
622,389,Pilestredet 63,Pilestredet Studenthus,16
518,413,Ullevaalsveien,Majorstuen,16
578,615,Hallings gate,Munkedamsveien,16
430,577,Spikersuppa Vest,Arkaden Nord,16
512,577,Ensjoe T-bane,Arkaden Nord,16
608,584,Colletts gate,Henrik Wergelands allé,16
545,452,Arkaden Soer,Vippetangen vest,16
501,401,Krebs' gate,Lille Schous plass,16
552,430,Trelastgata,Spikersuppa Vest,16
557,457,Akersgata,Trondheimsveien,16
507,432,Jens Bjelkes Gate,St. Hanshaugen park soer,16
545,479,Arkaden Soer,Tjuvholmen,16
585,397,Nordre gate,Storo Storsenter,16
558,746,Dokkveien,Bygdoey allé,16
383,416,Arkitekt Rivertz Plass,Tannlegehoeyskolen,16
499,427,Bjerregaards gate,Briskeby,16
617,455,Bjerregaardsgate Oest,Sofienbergparken soer,16
385,548,Soendre gate,Colbjoernsens gate,16
441,435,Vippetangen oest,Fram-gaarden,16
499,600,Bjerregaards gate,Dyvekes bru,16
547,493,Skippergata,Sofienbergparken nordvest,16
2280,493,Klingenberggata,Sofienbergparken nordvest,16
608,519,Colletts gate,Thomas Heftyes plass,16
439,622,Moelleparken,Pilestredet 63,16
410,527,Landstads gate,Biskop Gunnerus' gate,16
470,444,St. Hanshaugen park nord,AHO,16
389,611,Pilestredet Studenthus,Bankplassen,16
609,739,Fred Olsens gate,Hammersborg Torg,16
403,459,Parkveien,Valkyrieplassen,16
568,439,Frognerveien,Moelleparken,16
459,561,Valkyrieplassen,Kirkeveien,16
511,484,Henrik Ibsens gate,Karenslyst allé,16
2309,600,Ulven Torg,Dyvekes bru,16
423,449,Schous plass,Ruseloekkgaarden,16
446,420,Bislett Stadion,Bjoelsendumpa,16
534,436,Filipstadveien,Vestkanttorvet,16
440,739,Lakkegata,Hammersborg Torg,16
382,431,Stensgata,Chr. Michelsens Gate,16
521,493,Jess Carlsens gate,Sofienbergparken nordvest,16
412,600,Jakob kirke,Dyvekes bru,16
407,2330,Sagene bussholdeplass,Stjerneplassen,16
614,383,Sinsen T-bane,Arkitekt Rivertz Plass,16
457,609,Trondheimsveien,Fred Olsens gate,16
472,465,Arendalsgata,Bjoervika,16
399,491,Uelands gate,Brugata,16
611,562,Bankplassen,Slottsparken Oest,16
483,537,Hausmanns gate,St. Olavs gate,16
481,535,Raadhusgata,Uranienborgveien,16
2337,426,Universitetsgata,Gimle Kino,16
496,462,Fysikkbygningen,Stensparken,16
742,514,Hasle,Sofienberggata,16
471,590,Marienlyst,Majorstua skole,16
611,547,Bankplassen,Skippergata,16
495,549,Vaterlandsparken,Linaaes gate,16
584,442,Henrik Wergelands allé,Vulkan,16
452,506,Vippetangen vest,Botanisk Hage vest,16
435,549,Fram-gaarden,Linaaes gate,16
2306,742,Oekern Portal,Hasle,16
414,739,Kontraskjaeret,Hammersborg Torg,16
493,519,Sofienbergparken nordvest,Thomas Heftyes plass,16
2330,552,Stjerneplassen,Trelastgata,16
414,547,Kontraskjaeret,Skippergata,16
579,559,Bogstadveien,Hoffsveien,16
562,493,Slottsparken Oest,Sofienbergparken nordvest,16
392,484,Sjoesiden ved fontenen,Karenslyst allé,16
482,617,Nydalen,Bjerregaardsgate Oest,16
2309,512,Ulven Torg,Ensjoe T-bane,16
1023,458,Professor Aschehougs plass,Jenny Braatens Plass,16
472,463,Arendalsgata,Schous plass trikkestopp,16
451,489,Suhms gate,Torggata,16
581,452,Jordalgata,Vippetangen vest,16
476,497,Edvard Storms gate,Sirkustomta,16
398,459,Ringnes Park,Valkyrieplassen,16
469,603,Studentparlamentet,Frogner plass,16
456,746,Frognerstranda,Bygdoey allé,16
584,571,Henrik Wergelands allé,Over Raadhusgata,16
497,599,Sirkustomta,Paléhaven,16
445,454,Sjoelyst,Furulund,16
530,600,Holbergs plass,Dyvekes bru,16
594,437,Kampen park Oest,Sentrum Scene,16
481,577,Raadhusgata,Arkaden Nord,16
787,453,Kirkegata 15,Frogner Stadion,16
579,596,Bogstadveien,Idioten,16
502,564,Ullevaal sykehus,Oscars gate,16
585,577,Nordre gate,Arkaden Nord,16
506,970,Botanisk Hage vest,Enerhaugen,16
405,622,Frognerbadet,Pilestredet 63,16
442,525,Vulkan,Myraloekka Oest,16
543,522,Fyrstikktorget,Mandalls gate,16
611,435,Bankplassen,Fram-gaarden,16
524,429,Volvat,Thune,16
564,735,Oscars gate,Oslo Hospital,16
464,748,Sukkerbiten,Hydroparken,16
600,512,Dyvekes bru,Ensjoe T-bane,16
429,388,Thune,Skovveien,16
495,2304,Vaterlandsparken,Hedmarksgata,16
447,461,Kvaernerbyen,Vaalerenga,16
414,453,Kontraskjaeret,Frogner Stadion,16
439,475,Moelleparken,Hausmanns bru,16
599,526,Paléhaven,Lille Grensen,16
458,491,Jenny Braatens Plass,Brugata,16
509,739,Kjeld Stubs gate,Hammersborg Torg,16
597,579,Fredensborg,Bogstadveien,16
552,390,Trelastgata,Saga Kino,16
412,469,Jakob kirke,Studentparlamentet,16
543,384,Fyrstikktorget,Vaar Frelsers gravlund,16
592,399,Badebakken,Uelands gate,16
482,474,Nydalen,Blindern studentparkering,16
577,421,Arkaden Nord,Alexander Kiellands Plass,16
498,497,HasleLinje,Sirkustomta,16
537,2330,St. Olavs gate,Stjerneplassen,16
558,550,Dokkveien,Thereses gate,16
787,607,Kirkegata 15,Marcus Thranes gate,16
437,468,Sentrum Scene,Skillebekk,16
503,584,Fagerheimgata,Henrik Wergelands allé,16
403,624,Parkveien,Daelenenggata,16
499,457,Bjerregaards gate,Trondheimsveien,16
578,473,Hallings gate,Majorstuveien,16
498,742,HasleLinje,Hasle,16
411,491,Hasle Torg,Brugata,16
433,381,Ila,Groenlands torg,16
537,459,St. Olavs gate,Valkyrieplassen,16
415,2339,Sinsenveien,Elgsletta,16
555,514,Griffenfeldts gate,Sofienberggata,16
403,381,Parkveien,Groenlands torg,16
572,537,Skoeyen,St. Olavs gate,16
610,384,Sotahjoernet,Vaar Frelsers gravlund,16
624,521,Daelenenggata,Jess Carlsens gate,16
465,970,Bjoervika,Enerhaugen,16
537,590,St. Olavs gate,Majorstua skole,16
746,584,Bygdoey allé,Henrik Wergelands allé,16
533,436,Soervest for Slottsparken,Vestkanttorvet,16
500,970,Anker Hotel,Enerhaugen,16
381,739,Groenlands torg,Hammersborg Torg,16
417,499,Uranienborgparken,Bjerregaards gate,16
605,523,Oekernveien,Toeyenbekken,16
622,2307,Pilestredet 63,Domus Athletica,16
533,427,Soervest for Slottsparken,Briskeby,16
600,390,Dyvekes bru,Saga Kino,16
575,599,Sognsveien,Paléhaven,16
437,473,Sentrum Scene,Majorstuveien,16
497,412,Sirkustomta,Jakob kirke,16
380,555,Bentsebrugata,Griffenfeldts gate,16
498,402,HasleLinje,Loerenveien,16
456,421,Frognerstranda,Alexander Kiellands Plass,16
525,526,Myraloekka Oest,Lille Grensen,16
413,445,Majorstuen,Sjoelyst,16
453,392,Frogner Stadion,Sjoesiden ved fontenen,16
414,787,Kontraskjaeret,Kirkegata 15,16
502,415,Ullevaal sykehus,Sinsenveien,16
597,417,Fredensborg,Uranienborgparken,16
2280,1023,Klingenberggata,Professor Aschehougs plass,16
609,468,Fred Olsens gate,Skillebekk,16
445,547,Sjoelyst,Skippergata,16
509,2305,Kjeld Stubs gate,Hesselbergs Gate,16
626,426,Drammensveien,Gimle Kino,16
620,506,Bislettgata,Botanisk Hage vest,16
452,424,Vippetangen vest,Birkelunden,16
2270,2315,Loerenporten,Rostockgata,16
385,559,Soendre gate,Hoffsveien,16
431,526,Chr. Michelsens Gate,Lille Grensen,16
524,450,Volvat,Elisenberg,16
383,474,Arkitekt Rivertz Plass,Blindern studentparkering,16
625,414,Spikersuppa Oest,Kontraskjaeret,16
571,537,Over Raadhusgata,St. Olavs gate,16
522,497,Mandalls gate,Sirkustomta,16
441,444,Vippetangen oest,AHO,16
603,441,Frogner plass,Vippetangen oest,16
530,444,Holbergs plass,AHO,16
500,571,Anker Hotel,Over Raadhusgata,16
424,579,Birkelunden,Bogstadveien,16
471,421,Marienlyst,Alexander Kiellands Plass,16
594,744,Kampen park Oest,Hallénparken,16
2306,423,Oekern Portal,Schous plass,16
600,398,Dyvekes bru,Ringnes Park,16
548,418,Colbjoernsens gate,Norsk Folkemuseum,16
431,447,Chr. Michelsens Gate,Kvaernerbyen,16
493,624,Sofienbergparken nordvest,Daelenenggata,16
471,519,Marienlyst,Thomas Heftyes plass,16
501,399,Krebs' gate,Uelands gate,16
596,396,Idioten,Kirkeristen,16
394,482,Bjoelsen Studentby,Nydalen,16
2332,609,Krohgstoetten hospital,Fred Olsens gate,16
551,407,Olaf Ryes plass,Sagene bussholdeplass,16
516,425,Finnmarksgata,Adamstuen,16
625,475,Spikersuppa Oest,Hausmanns bru,16
511,518,Henrik Ibsens gate,Ullevaalsveien,16
497,437,Sirkustomta,Sentrum Scene,16
606,575,Stockfleths gate,Sognsveien,16
449,457,Ruseloekkgaarden,Trondheimsveien,16
2339,748,Elgsletta,Hydroparken,16
512,599,Ensjoe T-bane,Paléhaven,16
603,549,Frogner plass,Linaaes gate,16
470,622,St. Hanshaugen park nord,Pilestredet 63,16
403,737,Parkveien,Munkegata,16
545,514,Arkaden Soer,Sofienberggata,16
537,506,St. Olavs gate,Botanisk Hage vest,16
534,511,Filipstadveien,Henrik Ibsens gate,16
582,377,Stavangergata,Toeyenparken,16
400,607,OsloMet,Marcus Thranes gate,16
523,555,Toeyenbekken,Griffenfeldts gate,16
530,410,Holbergs plass,Landstads gate,16
403,525,Parkveien,Myraloekka Oest,16
462,559,Stensparken,Hoffsveien,16
621,446,Torshovdalen oest,Bislett Stadion,16
396,450,Kirkeristen,Elisenberg,16
622,2329,Pilestredet 63,Via Vika,16
446,552,Bislett Stadion,Trelastgata,16
426,471,Gimle Kino,Marienlyst,16
474,432,Blindern studentparkering,St. Hanshaugen park soer,16
2337,383,Universitetsgata,Arkitekt Rivertz Plass,16
620,587,Bislettgata,Riddervoldplass,16
387,613,Studenterlunden,Schives gate,16
458,735,Jenny Braatens Plass,Oslo Hospital,16
537,500,St. Olavs gate,Anker Hotel,16
525,2339,Myraloekka Oest,Elgsletta,16
742,506,Hasle,Botanisk Hage vest,16
2309,1023,Ulven Torg,Professor Aschehougs plass,16
389,484,Pilestredet Studenthus,Karenslyst allé,16
555,501,Griffenfeldts gate,Krebs' gate,16
567,433,Forskningsveien,Ila,16
476,471,Edvard Storms gate,Marienlyst,16
397,970,Storo Storsenter,Enerhaugen,16
622,446,Pilestredet 63,Bislett Stadion,16
413,2280,Majorstuen,Klingenberggata,16
744,514,Hallénparken,Sofienberggata,16
2315,433,Rostockgata,Ila,16
584,577,Henrik Wergelands allé,Arkaden Nord,16
388,597,Skovveien,Fredensborg,16
421,529,Alexander Kiellands Plass,Friggfeltet,16
426,622,Gimle Kino,Pilestredet 63,16
505,433,Marienlystparken,Ila,16
587,584,Riddervoldplass,Henrik Wergelands allé,16
1009,2307,Borgenveien,Domus Athletica,16
567,427,Forskningsveien,Briskeby,16
407,577,Sagene bussholdeplass,Arkaden Nord,16
586,433,Koebenhavngata busstopp,Ila,16
473,398,Majorstuveien,Ringnes Park,16
581,390,Jordalgata,Saga Kino,16
499,529,Bjerregaards gate,Friggfeltet,16
451,609,Suhms gate,Fred Olsens gate,16
478,622,Jernbanetorget,Pilestredet 63,16
415,483,Sinsenveien,Hausmanns gate,16
420,430,Bjoelsendumpa,Spikersuppa Vest,16
2328,609,The Hub,Fred Olsens gate,16
567,444,Forskningsveien,AHO,16
2350,584,Blindern T-Bane,Henrik Wergelands allé,16
595,535,Skarpsnoparken,Uranienborgveien,16
480,469,Helga Helgesens plass,Studentparlamentet,16
2307,451,Domus Athletica,Suhms gate,16
540,400,Lilleborgbanen,OsloMet,16
620,475,Bislettgata,Hausmanns bru,16
443,617,Sjoesiden ved trappen,Bjerregaardsgate Oest,16
537,458,St. Olavs gate,Jenny Braatens Plass,16
739,593,Hammersborg Torg,Bjoelsen moelle,16
430,545,Spikersuppa Vest,Arkaden Soer,16
415,542,Sinsenveien,Grünerhagen Nord,16
394,584,Bjoelsen Studentby,Henrik Wergelands allé,16
575,378,Sognsveien,Colosseum Kino,16
521,535,Jess Carlsens gate,Uranienborgveien,16
461,611,Vaalerenga,Bankplassen,16
415,556,Sinsenveien,Pilestredet,16
383,615,Arkitekt Rivertz Plass,Munkedamsveien,16
502,497,Ullevaal sykehus,Sirkustomta,16
574,415,Annette Thommessens Plass,Sinsenveien,16
457,501,Trondheimsveien,Krebs' gate,16
421,561,Alexander Kiellands Plass,Kirkeveien,16
439,545,Moelleparken,Arkaden Soer,16
403,547,Parkveien,Skippergata,16
2334,424,Nybrua holdeplass,Birkelunden,16
737,468,Munkegata,Skillebekk,16
583,1023,Galgeberg,Professor Aschehougs plass,16
524,435,Volvat,Fram-gaarden,16
525,505,Myraloekka Oest,Marienlystparken,16
462,574,Stensparken,Annette Thommessens Plass,16
744,2339,Hallénparken,Elgsletta,16
416,471,Tannlegehoeyskolen,Marienlyst,16
547,447,Skippergata,Kvaernerbyen,16
2306,377,Oekern Portal,Toeyenparken,16
591,460,Grenseveien,Botanisk Hage soer,16
470,547,St. Hanshaugen park nord,Skippergata,16
580,434,Georg Morgenstiernes hus,Lindern,16
612,607,Ensjoeveien,Marcus Thranes gate,16
456,574,Frognerstranda,Annette Thommessens Plass,16
591,607,Grenseveien,Marcus Thranes gate,16
556,459,Pilestredet,Valkyrieplassen,16
523,410,Toeyenbekken,Landstads gate,16
437,568,Sentrum Scene,Frognerveien,16
537,525,St. Olavs gate,Myraloekka Oest,16
387,389,Studenterlunden,Pilestredet Studenthus,16
446,567,Bislett Stadion,Forskningsveien,16
563,2280,Huitfeldts gate,Klingenberggata,16
543,574,Fyrstikktorget,Annette Thommessens Plass,16
738,557,Lodalen busstopp,Akersgata,16
2334,442,Nybrua holdeplass,Vulkan,16
610,455,Sotahjoernet,Sofienbergparken soer,16
424,527,Birkelunden,Biskop Gunnerus' gate,16
519,787,Thomas Heftyes plass,Kirkegata 15,16
488,434,Torshovparken vest,Lindern,16
476,548,Edvard Storms gate,Colbjoernsens gate,16
583,424,Galgeberg,Birkelunden,16
430,432,Spikersuppa Vest,St. Hanshaugen park soer,16
555,559,Griffenfeldts gate,Hoffsveien,16
433,519,Ila,Thomas Heftyes plass,16
551,438,Olaf Ryes plass,BI Nydalen,16
414,533,Kontraskjaeret,Soervest for Slottsparken,16
476,541,Edvard Storms gate,Langkaia,16
586,620,Koebenhavngata busstopp,Bislettgata,16
543,497,Fyrstikktorget,Sirkustomta,16
447,514,Kvaernerbyen,Sofienberggata,16
572,390,Skoeyen,Saga Kino,16
437,404,Sentrum Scene,Oslo Handelsgymnasium,16
402,579,Loerenveien,Bogstadveien,16
445,592,Sjoelyst,Badebakken,16
623,446,7 Juni Plassen,Bislett Stadion,16
553,2308,Skraaninga,Gunerius,16
578,553,Hallings gate,Skraaninga,16
535,623,Uranienborgveien,7 Juni Plassen,16
585,384,Nordre gate,Vaar Frelsers gravlund soer,16
551,384,Olaf Ryes plass,Vaar Frelsers gravlund soer,16
478,553,Jernbanetorget,Skraaninga,16
611,519,Bankplassen,Thomas Heftyes plass,16
382,384,Stensgata,Vaar Frelsers gravlund soer,16
387,587,Studenterlunden,Riddervoldplass,16
479,623,Tjuvholmen,7 Juni Plassen,16
622,553,Pilestredet 63,Skraaninga,16
384,465,Vaar Frelsers gravlund soer,Bjoervika,16
618,384,Bak Niels Treschows hus soer,Vaar Frelsers gravlund soer,16
579,384,Bogstadveien,Vaar Frelsers gravlund soer,16
511,410,Henrik Ibsens gate,Landstads gate,16
444,486,AHO,Blindern Studenthus,16
599,597,Paléhaven,Fredensborg,16
391,553,St. Hanshaugen park vest,Skraaninga,16
553,414,Skraaninga,Kontraskjaeret,16
530,2305,Holbergs plass,Hesselbergs Gate,16
511,447,Henrik Ibsens gate,Kvaernerbyen,16
563,587,Huitfeldts gate,Riddervoldplass,16
621,497,Torshovdalen oest,Sirkustomta,16
2328,384,The Hub,Vaar Frelsers gravlund soer,16
498,553,HasleLinje,Skraaninga,16
537,407,St. Olavs gate,Sagene bussholdeplass,16
519,553,Thomas Heftyes plass,Skraaninga,16
408,541,Toeyen skole,Langkaia,16
427,447,Briskeby,Kvaernerbyen,16
462,405,Stensparken,Frognerbadet,16
383,536,Arkitekt Rivertz Plass,Diakonhjemmet,16
479,550,Tjuvholmen,Thereses gate,16
2337,384,Universitetsgata,Vaar Frelsers gravlund soer,16
2337,435,Universitetsgata,Fram-gaarden,16
449,2270,Ruseloekkgaarden,Loerenporten,16
413,2315,Majorstuen,Rostockgata,15
601,430,Rolf Wickstroems vei,Spikersuppa Vest,15
398,562,Ringnes Park,Slottsparken Oest,15
417,531,Uranienborgparken,Monolittveien,15
591,396,Grenseveien,Kirkeristen,15
466,445,Ullevaalsalléen,Sjoelyst,15
470,480,St. Hanshaugen park nord,Helga Helgesens plass,15
533,404,Soervest for Slottsparken,Oslo Handelsgymnasium,15
503,496,Fagerheimgata,Fysikkbygningen,15
420,2339,Bjoelsendumpa,Elgsletta,15
398,563,Ringnes Park,Huitfeldts gate,15
429,464,Thune,Sukkerbiten,15
441,600,Vippetangen oest,Dyvekes bru,15
449,398,Ruseloekkgaarden,Ringnes Park,15
575,436,Sognsveien,Vestkanttorvet,15
2329,561,Via Vika,Kirkeveien,15
738,464,Lodalen busstopp,Sukkerbiten,15
403,380,Parkveien,Bentsebrugata,15
550,421,Thereses gate,Alexander Kiellands Plass,15
621,478,Torshovdalen oest,Jernbanetorget,15
496,484,Fysikkbygningen,Karenslyst allé,15
451,483,Suhms gate,Hausmanns gate,15
463,499,Schous plass trikkestopp,Bjerregaards gate,15
564,472,Oscars gate,Arendalsgata,15
396,407,Kirkeristen,Sagene bussholdeplass,15
384,2305,Vaar Frelsers gravlund,Hesselbergs Gate,15
616,521,Salt,Jess Carlsens gate,15
561,438,Kirkeveien,BI Nydalen,15
458,614,Jenny Braatens Plass,Sinsen T-bane,15
2337,405,Universitetsgata,Frognerbadet,15
407,622,Sagene bussholdeplass,Pilestredet 63,15
606,578,Stockfleths gate,Hallings gate,15
575,590,Sognsveien,Majorstua skole,15
491,390,Brugata,Saga Kino,15
595,495,Skarpsnoparken,Vaterlandsparken,15
576,625,Dronningens gate,Spikersuppa Oest,15
469,427,Studentparlamentet,Briskeby,15
516,616,Finnmarksgata,Salt,15
584,582,Henrik Wergelands allé,Stavangergata,15
620,608,Bislettgata,Colletts gate,15
623,417,7. juni-plassen,Uranienborgparken,15
2305,569,Hesselbergs Gate,Botanisk hage soer-vest,15
377,408,Toeyenparken,Toeyen skole,15
411,394,Hasle Torg,Bjoelsen Studentby,15
624,455,Daelenenggata,Sofienbergparken soer,15
407,578,Sagene bussholdeplass,Hallings gate,15
385,2305,Soendre gate,Hesselbergs Gate,15
491,2308,Brugata,Gunerius,15
401,442,Lille Schous plass,Vulkan,15
620,485,Bislettgata,Sommerfrydhagen,15
475,506,Hausmanns bru,Botanisk Hage vest,15
485,405,Sommerfrydhagen,Frognerbadet,15
614,378,Sinsen T-bane,Colosseum Kino,15
438,378,BI Nydalen,Colosseum Kino,15
449,523,Ruseloekkgaarden,Toeyenbekken,15
435,378,Fram-gaarden,Colosseum Kino,15
440,511,Lakkegata,Henrik Ibsens gate,15
424,534,Birkelunden,Filipstadveien,15
403,739,Parkveien,Hammersborg Torg,15
581,2330,Jordalgata,Stjerneplassen,15
735,439,Oslo Hospital,Moelleparken,15
739,522,Hammersborg Torg,Mandalls gate,15
2337,453,Universitetsgata,Frogner Stadion,15
400,423,OsloMet,Schous plass,15
404,2347,Oslo Handelsgymnasium,Huk 2,15
463,516,Schous plass trikkestopp,Finnmarksgata,15
439,402,Moelleparken,Loerenveien,15
427,385,Briskeby,Soendre gate,15
530,521,Holbergs plass,Jess Carlsens gate,15
437,609,Sentrum Scene,Fred Olsens gate,15
486,542,Blindern Studenthus,Grünerhagen Nord,15
970,485,Enerhaugen,Sommerfrydhagen,15
2306,516,Oekern Portal,Finnmarksgata,15
622,2333,Pilestredet 63,Akerselvallmenningen,15
491,2305,Brugata,Hesselbergs Gate,15
403,582,Parkveien,Stavangergata,15
511,457,Henrik Ibsens gate,Trondheimsveien,15
416,398,Tannlegehoeyskolen,Ringnes Park,15
2330,542,Stjerneplassen,Grünerhagen Nord,15
424,606,Birkelunden,Stockfleths gate,15
410,486,Landstads gate,Blindern Studenthus,15
607,436,Marcus Thranes gate,Vestkanttorvet,15
588,2333,Meltzers gate,Akerselvallmenningen,15
450,384,Elisenberg,Vaar Frelsers gravlund,15
561,452,Kirkeveien,Vippetangen vest,15
454,428,Furulund,Olav Kyrres plass,15
420,511,Bjoelsendumpa,Henrik Ibsens gate,15
491,487,Brugata,Carl Berners plass nord,15
564,2328,Oscars gate,The Hub,15
535,400,Uranienborgveien,OsloMet,15
748,626,Hydroparken,Drammensveien,15
433,403,Ila,Parkveien,15
475,503,Hausmanns bru,Fagerheimgata,15
533,568,Soervest for Slottsparken,Frognerveien,15
537,432,St. Olavs gate,St. Hanshaugen park soer,15
568,547,Frognerveien,Skippergata,15
748,611,Hydroparken,Bankplassen,15
413,550,Majorstuen,Thereses gate,15
482,619,Nydalen,Bak Niels Treschows hus nord,15
399,562,Uelands gate,Slottsparken Oest,15
483,475,Hausmanns gate,Hausmanns bru,15
568,584,Frognerveien,Henrik Wergelands allé,15
575,617,Sognsveien,Bjerregaardsgate Oest,15
584,394,Henrik Wergelands allé,Bjoelsen Studentby,15
2340,412,Tiedemannsparken,Jakob kirke,15
483,424,Hausmanns gate,Birkelunden,15
2339,545,Elgsletta,Arkaden Soer,15
557,450,Akersgata,Elisenberg,15
567,617,Forskningsveien,Bjerregaardsgate Oest,15
543,597,Fyrstikktorget,Fredensborg,15
2306,621,Oekern Portal,Torshovdalen oest,15
508,499,Majorstuen T-bane,Bjerregaards gate,15
549,578,Linaaes gate,Hallings gate,15
2280,563,Klingenberggata,Huitfeldts gate,15
547,473,Skippergata,Majorstuveien,15
417,563,Uranienborgparken,Huitfeldts gate,15
548,398,Colbjoernsens gate,Ringnes Park,15
534,476,Filipstadveien,Edvard Storms gate,15
496,561,Fysikkbygningen,Kirkeveien,15
404,586,Oslo Handelsgymnasium,Koebenhavngata busstopp,15
489,472,Torggata,Arendalsgata,15
430,478,Spikersuppa Vest,Jernbanetorget,15
559,447,Hoffsveien,Kvaernerbyen,15
558,2340,Dokkveien,Tiedemannsparken,15
524,579,Volvat,Bogstadveien,15
613,564,Schives gate,Oscars gate,15
507,617,Jens Bjelkes Gate,Bjerregaardsgate Oest,15
584,608,Henrik Wergelands allé,Colletts gate,15
457,377,Trondheimsveien,Toeyenparken,15
449,620,Ruseloekkgaarden,Bislettgata,15
521,455,Jess Carlsens gate,Sofienbergparken soer,15
493,438,Sofienbergparken nordvest,BI Nydalen,15
518,460,Ullevaalsveien,Botanisk Hage soer,15
474,493,Blindern studentparkering,Sofienbergparken nordvest,15
401,455,Lille Schous plass,Sofienbergparken soer,15
385,623,Soendre gate,7. juni-plassen,15
623,448,7. juni-plassen,Oslo Plaza,15
552,787,Trelastgata,Kirkegata 15,15
593,442,Bjoelsen moelle,Vulkan,15
400,735,OsloMet,Oslo Hospital,15
452,610,Vippetangen vest,Sotahjoernet,15
626,481,Drammensveien,Raadhusgata,15
451,390,Suhms gate,Saga Kino,15
452,623,Vippetangen vest,7. juni-plassen,15
607,2337,Marcus Thranes gate,Universitetsgata,15
391,2334,St. Hanshaugen park vest,Nybrua holdeplass,15
540,569,Lilleborgbanen,Botanisk hage soer-vest,15
607,404,Marcus Thranes gate,Oslo Handelsgymnasium,15
540,447,Lilleborgbanen,Kvaernerbyen,15
451,2305,Suhms gate,Hesselbergs Gate,15
430,552,Spikersuppa Vest,Trelastgata,15
435,620,Fram-gaarden,Bislettgata,15
402,542,Loerenveien,Grünerhagen Nord,15
516,569,Finnmarksgata,Botanisk hage soer-vest,15
617,579,Bjerregaardsgate Oest,Bogstadveien,15
540,2305,Lilleborgbanen,Hesselbergs Gate,15
415,557,Sinsenveien,Akersgata,15
564,378,Oscars gate,Colosseum Kino,15
606,537,Stockfleths gate,St. Olavs gate,15
399,410,Uelands gate,Landstads gate,15
382,523,Stensgata,Toeyenbekken,15
384,445,Vaar Frelsers gravlund,Sjoelyst,15
555,549,Griffenfeldts gate,Linaaes gate,15
526,2329,Lille Grensen,Via Vika,15
478,549,Jernbanetorget,Linaaes gate,15
2307,523,Domus Athletica,Toeyenbekken,15
398,619,Ringnes Park,Bak Niels Treschows hus nord,15
614,455,Sinsen T-bane,Sofienbergparken soer,15
401,440,Lille Schous plass,Lakkegata,15
411,552,Hasle Torg,Trelastgata,15
409,609,John Colletts plass,Fred Olsens gate,15
500,580,Anker Hotel,Georg Morgenstiernes hus,15
463,441,Schous plass trikkestopp,Vippetangen oest,15
564,2329,Oscars gate,Via Vika,15
410,420,Landstads gate,Bjoelsendumpa,15
478,462,Jernbanetorget,Stensparken,15
2330,475,Stjerneplassen,Hausmanns bru,15
499,473,Bjerregaards gate,Majorstuveien,15
470,400,St. Hanshaugen park nord,OsloMet,15
438,401,BI Nydalen,Lille Schous plass,15
521,451,Jess Carlsens gate,Suhms gate,15
385,581,Soendre gate,Jordalgata,15
413,523,Majorstuen,Toeyenbekken,15
2307,390,Domus Athletica,Saga Kino,15
611,405,Bankplassen,Frognerbadet,15
568,589,Frognerveien,Huk 1,15
438,742,BI Nydalen,Hasle,15
406,491,Carl Berners plass soer,Brugata,15
522,738,Mandalls gate,Lodalen busstopp,15
526,525,Lille Grensen,Myraloekka Oest,15
380,516,Bentsebrugata,Finnmarksgata,15
578,383,Hallings gate,Arkitekt Rivertz Plass,15
787,597,Kirkegata 15,Fredensborg,15
402,488,Loerenveien,Torshovparken vest,15
448,403,Oslo Plaza,Parkveien,15
414,519,Kontraskjaeret,Thomas Heftyes plass,15
382,425,Stensgata,Adamstuen,15
496,407,Fysikkbygningen,Sagene bussholdeplass,15
551,610,Olaf Ryes plass,Sotahjoernet,15
482,501,Nydalen,Krebs' gate,15
479,505,Tjuvholmen,Marienlystparken,15
452,624,Vippetangen vest,Daelenenggata,15
2270,2340,Loerenporten,Tiedemannsparken,15
578,568,Hallings gate,Frognerveien,15
398,608,Ringnes Park,Colletts gate,15
597,787,Fredensborg,Kirkegata 15,15
423,2329,Schous plass,Via Vika,15
548,572,Colbjoernsens gate,Skoeyen,15
464,411,Sukkerbiten,Hasle Torg,15
446,621,Bislett Stadion,Torshovdalen oest,15
463,748,Schous plass trikkestopp,Hydroparken,15
2308,476,Gunerius,Edvard Storms gate,15
384,509,Vaar Frelsers gravlund,Kjeld Stubs gate,15
621,564,Torshovdalen oest,Oscars gate,15
479,441,Tjuvholmen,Vippetangen oest,15
426,391,Gimle Kino,St. Hanshaugen park vest,15
412,397,Jakob kirke,Storo Storsenter,15
469,468,Studentparlamentet,Skillebekk,15
2333,2347,Akerselvallmenningen,Huk 2,15
599,2347,Paléhaven,Huk 2,15
414,1023,Kontraskjaeret,Professor Aschehougs plass,15
582,450,Stavangergata,Elisenberg,15
737,418,Munkegata,Norsk Folkemuseum,15
556,535,Pilestredet,Uranienborgveien,15
472,618,Arendalsgata,Bak Niels Treschows hus soer,15
534,480,Filipstadveien,Helga Helgesens plass,15
735,456,Oslo Hospital,Frognerstranda,15
624,606,Daelenenggata,Stockfleths gate,15
449,558,Ruseloekkgaarden,Dokkveien,15
489,533,Torggata,Soervest for Slottsparken,15
